restaurant,section,item,price,description,location,contact,hours,features,combined_text
Just BLR,Main Course,Anishi Pork,₹289,Anishi Pork is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Anishi Pork
Price: ₹289
Description: Anishi Pork is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Anishi Beef,₹299,Anishi Beef is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Anishi Beef
Price: ₹299
Description: Anishi Beef is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Fish Gravy (With Bamboo Shoot),₹279,Fish Gravy (With Bamboo Shoot) is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Fish Gravy (With Bamboo Shoot)
Price: ₹279
Description: Fish Gravy (With Bamboo Shoot) is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Thai Veg Red Curry,₹449,Thai Veg Red Curry is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Thai Veg Red Curry
Price: ₹449
Description: Thai Veg Red Curry is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Thai Veg Green Curry,₹449,Thai Veg Green Curry is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Thai Veg Green Curry
Price: ₹449
Description: Thai Veg Green Curry is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Thai Red Curry Chicken,₹479,Thai Red Curry Chicken is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Thai Red Curry Chicken
Price: ₹479
Description: Thai Red Curry Chicken is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Grilled Chicken Steak,₹489,Grilled Chicken Steak is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Grilled Chicken Steak
Price: ₹489
Description: Grilled Chicken Steak is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Bbq Stuffed Chicken Steak,₹479,Bbq Stuffed Chicken Steak is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Bbq Stuffed Chicken Steak
Price: ₹479
Description: Bbq Stuffed Chicken Steak is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Peri Peri Grilled Fish Fillet,₹489,Peri Peri Grilled Fish Fillet is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Peri Peri Grilled Fish Fillet
Price: ₹489
Description: Peri Peri Grilled Fish Fillet is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Classic Fish N Chips,₹499,Classic Fish N Chips is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Classic Fish N Chips
Price: ₹499
Description: Classic Fish N Chips is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,New York Beef Steak,₹549,New York Beef Steak is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: New York Beef Steak
Price: ₹549
Description: New York Beef Steak is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Mongolian Beef,₹489,Mongolian Beef is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Mongolian Beef
Price: ₹489
Description: Mongolian Beef is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Hara Bhara Kabab,₹299,Hara Bhara Kabab is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Hara Bhara Kabab
Price: ₹299
Description: Hara Bhara Kabab is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Veg Biryani,₹349,Veg Biryani is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Veg Biryani
Price: ₹349
Description: Veg Biryani is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Paneer Tikka Masala + Paratha + Ghee Rice,₹419,Paneer Tikka Masala + Paratha + Ghee Rice is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Paneer Tikka Masala + Paratha + Ghee Rice
Price: ₹419
Description: Paneer Tikka Masala + Paratha + Ghee Rice is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Lasooni Dal Tadka,₹229,Lasooni Dal Tadka is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Lasooni Dal Tadka
Price: ₹229
Description: Lasooni Dal Tadka is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Peeli Dal,₹249,Peeli Dal is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Peeli Dal
Price: ₹249
Description: Peeli Dal is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Chicken Biriyani,₹429,Chicken Biriyani is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Chicken Biriyani
Price: ₹429
Description: Chicken Biriyani is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Mutton Biryani,₹429,Mutton Biryani is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Mutton Biryani
Price: ₹429
Description: Mutton Biryani is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Delhiwala Butter Chicken,₹399,Delhiwala Butter Chicken is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Delhiwala Butter Chicken
Price: ₹399
Description: Delhiwala Butter Chicken is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Wheat Paratha,₹65,Wheat Paratha is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Wheat Paratha
Price: ₹65
Description: Wheat Paratha is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Chapati,₹55,Chapati is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Chapati
Price: ₹55
Description: Chapati is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Steam Rice,₹99,Steam Rice is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Steam Rice
Price: ₹99
Description: Steam Rice is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Jasmine Rice,₹139,Jasmine Rice is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Jasmine Rice
Price: ₹139
Description: Jasmine Rice is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,California Veg Pizza,₹369,California Veg Pizza is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: California Veg Pizza
Price: ₹369
Description: California Veg Pizza is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Pesto Veg Pizza,₹369,Pesto Veg Pizza is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Pesto Veg Pizza
Price: ₹369
Description: Pesto Veg Pizza is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Exotic Veg Makhani Pizza,₹379,Exotic Veg Makhani Pizza is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Exotic Veg Makhani Pizza
Price: ₹379
Description: Exotic Veg Makhani Pizza is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Pizza Margarita,₹369,Pizza Margarita is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Pizza Margarita
Price: ₹369
Description: Pizza Margarita is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Grilled Chicken Tomato Basil Pizza,₹399,Grilled Chicken Tomato Basil Pizza is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Grilled Chicken Tomato Basil Pizza
Price: ₹399
Description: Grilled Chicken Tomato Basil Pizza is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Schezwan Chicken Pizza,₹399,Schezwan Chicken Pizza is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Schezwan Chicken Pizza
Price: ₹399
Description: Schezwan Chicken Pizza is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Bbq Chicken Pizza,₹399,Bbq Chicken Pizza is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Bbq Chicken Pizza
Price: ₹399
Description: Bbq Chicken Pizza is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Grilled Prawn Pizza,₹419,Grilled Prawn Pizza is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Grilled Prawn Pizza
Price: ₹419
Description: Grilled Prawn Pizza is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Pasta Veg (Pesto / Alfredo / Arrabbiata),₹349,Pasta Veg (Pesto / Alfredo / Arrabbiata) is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Pasta Veg (Pesto / Alfredo / Arrabbiata)
Price: ₹349
Description: Pasta Veg (Pesto / Alfredo / Arrabbiata) is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Fettuccine With Alfredo Sauce,₹349,Fettuccine With Alfredo Sauce is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Fettuccine With Alfredo Sauce
Price: ₹349
Description: Fettuccine With Alfredo Sauce is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Pasta Non-Veg (Pesto / Alfredo / Arrabbiata),₹389,Pasta Non-Veg (Pesto / Alfredo / Arrabbiata) is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Pasta Non-Veg (Pesto / Alfredo / Arrabbiata)
Price: ₹389
Description: Pasta Non-Veg (Pesto / Alfredo / Arrabbiata) is a dish from Just BLR listed under Main Course.
Features: vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Fettuccine With Alfredo Sauce,₹389,Fettuccine With Alfredo Sauce is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Fettuccine With Alfredo Sauce
Price: ₹389
Description: Fettuccine With Alfredo Sauce is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Spaghetti Bolognese,₹399,Spaghetti Bolognese is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Spaghetti Bolognese
Price: ₹399
Description: Spaghetti Bolognese is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Trio Cheese Burger,₹349,Trio Cheese Burger is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Trio Cheese Burger
Price: ₹349
Description: Trio Cheese Burger is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Crunchy Veggie Burger,₹369,Crunchy Veggie Burger is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,"['non-vegetarian', 'vegetarian']","Restaurant: Just BLR
Section: Main Course
Item: Crunchy Veggie Burger
Price: ₹369
Description: Crunchy Veggie Burger is a dish from Just BLR listed under Main Course.
Features: non-vegetarian, vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Bbq Chicken Burger,₹379,Bbq Chicken Burger is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Bbq Chicken Burger
Price: ₹379
Description: Bbq Chicken Burger is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Crispy Chicken Burger,₹399,Crispy Chicken Burger is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Crispy Chicken Burger
Price: ₹399
Description: Crispy Chicken Burger is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Chicken Whopper Burger,₹379,Chicken Whopper Burger is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Chicken Whopper Burger
Price: ₹379
Description: Chicken Whopper Burger is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Fish Fillet Burger,₹379,Fish Fillet Burger is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,['non-vegetarian'],"Restaurant: Just BLR
Section: Main Course
Item: Fish Fillet Burger
Price: ₹379
Description: Fish Fillet Burger is a dish from Just BLR listed under Main Course.
Features: non-vegetarian
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
Just BLR,Main Course,Bbq Beef Burger,₹389,Bbq Beef Burger is a dish from Just BLR listed under Main Course.,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",Hours not available,[],"Restaurant: Just BLR
Section: Main Course
Item: Bbq Beef Burger
Price: ₹389
Description: Bbq Beef Burger is a dish from Just BLR listed under Main Course.
Features: 
Location: Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com
Contact: Phone: +91-82779-96372,  Email: info@justblr.com
Hours: Hours not available"
