restaurant,section,item,price,description,location,contact,hours
Just BLR,Main Course,CHILLI GARLIC NOODLES,₹329,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,VEG FRIED RICE (SCHEZWAN / PLAIN),₹329,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CHICKEN HAKKA NOODLES,₹379,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CHILLI CHICKEN GARLIC NOODLES,₹379,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CHICKEN FRIED RICE (SCHEZWAN / PLAIN),₹349,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CHICKEN FRIED NOODLES (SCHEZWAN / PLAIN),₹379,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,EXOTIC VEG PLATTER,₹1199,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,THUKPA - VEG,₹189,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,THUKPA - CHICKEN,₹199,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,THUKPA - BEEF,₹219,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,THUKPA - PORK,₹209,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CHICKEN CURRY (WITH BAMBOO SHOOT),₹299,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CHICKEN CURRY (ASSAMESE STYLE),₹279,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,PORK AXONE,₹299,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,ANISHI PORK,₹289,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,ANISHI BEEF,₹299,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,FISH GRAVY (WITH BAMBOO SHOOT),₹279,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,THAI VEG RED CURRY,₹449,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,THAI VEG GREEN CURRY,₹449,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,THAI RED CURRY  CHICKEN,₹479,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,GRILLED CHICKEN STEAK,₹489,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,BBQ STUFFED CHICKEN STEAK,₹479,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,PERI PERI GRILLED FISH FILLET,₹489,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CLASSIC FISH N CHIPS,₹499,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,NEW YORK BEEF  STEAK,₹549,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,MONGOLIAN BEEF,₹489,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,HARA BHARA KABAB,₹299,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,VEG BIRYANI,₹349,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,PANEER TIKKA MASALA + PARATHA + GHEE RICE,₹419,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,LASOONI DAL TADKA,₹229,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,PEELI DAL,₹249,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CHICKEN BIRIYANI,₹429,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,MUTTON BIRYANI,₹429,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,DELHIWALA BUTTER CHICKEN,₹399,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,WHEAT PARATHA,₹65,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,CHAPATI,₹55,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,STEAM RICE,₹99,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Main Course,JASMINE RICE,₹139,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Desserts,( CONTAINS LIQUOR ),₹349,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Desserts,CHOCOLATE BROWNIE WITH HOT GANACHE,₹399,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Desserts,TRES LECHES CAKE,₹349,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Desserts,JUST BLR DOUBLE KA MEETHA,₹299,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Desserts,( CONTAINS LIQUOR ),₹349,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Desserts,CHOCOLATE BROWNIE WITH HOT GANACHE,₹399,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Desserts,TRES LECHES CAKE,₹349,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Just BLR,Desserts,JUST BLR DOUBLE KA MEETHA,₹299,,Just BLR - Have Fun & Flavors for your Perfect Party at MG Road in Bengaluru - Justblr.com,"Phone: +91-82779-96372,  Email: info@justblr.com",
Mainland China,Cocktail Snacks,Steamed Edamame I Sea Salt,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Cocktail Snacks,Stir Fried Edamame I Chilli Garlic Shichimi Spices,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Cocktail Snacks,"Corn Tempura Rock I Truffle Aioli Corn & Spinach Tempura, Truffle Dip",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Cocktail Snacks,"Signature Crackling Spinach Spinach, Sesame, Roasted Almond Slivers",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Dim Sum Platter Basil Flavoured Vegetable Dumpling, Blue Pea And Spicy Asparagus Dumpling, Truffle Oil Infused Edamame Dumpling",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Blue Pea And Spicy Asparagus Dumpling Asparagus, Broccoli, Sesame Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Vegetable Crystal DumplingBlack Fungus, Shitake,Water Chestnuts, Sesame Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Basil Flavoured Vegetable DumplingPakchoy, Broccoli, Sesame Oil,Fresh Basil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Truffle Oil Infused Edamame Dumpling Creamed Edamame,Water Chestnut, Truffle Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Crunchy Iceberg DumplingIceberg, Papaya, Water Chestnut",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Shanghai Mushroom Gyoza Button Mushroom, Shitake,Straw Mushroom",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Corn And Water Chestnuts Dumpling Corn, Water Chestnuts, Five Spice",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Dim Sum Platter Chicken And Straw Mushroom Siu Mai, Basil Flavoured Chicken Dumpling, Prawn Hargao",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Duckmeat Pancake Wrap Scallion, Cucumber, Hoisin",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Chicken And Straw Mushroom Siu Mai Chicken Bites, Straw Mushroom, Oyster Sauce, Sesame Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Basil Flavoured Chicken Dumpling Chicken Mince, Sesame Oil, Fresh Basil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,"Prawn Hargao Prawn, Water Chestnut, Sesame Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,Peking Poached Chicken Dumpling Vinegar Soy Broth,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,Chicken Xiao Long Bao Classic Soupy Dumpling,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,Chicken And Vegetable Gyoza,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Traditional dim sum,Pearly Chicken And Prawn Dumpling I Truffle Broth,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Buns,"Truffle Shitake Mushroom Bun Shitake, Button Mushroom, Straw Mushroom, Cream Cheese",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Buns,"Pan Fried Vegetable Shanghai Bun Broccoli, Corn, Water Chestnut, Carrot, Chilli Bean",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Buns,Fried Chicken Chilli Bean Bun,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Cheung Fun,"Crispy Mushroom Cheung Fun Shitake, Straw Mushroom, Button Mushroom, Soy Broth",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Cheung Fun,Crispy Asparagus Cheung FunSoy Broth,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Cheung Fun,"Crispy Chicken Cheung FunSoy Broth, Sesame Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Cheung Fun,"Crispy Prawn Cheung FunSoy Broth, Sesame Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,Crispy Duck WithChilli Plum,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Shanghai Chicken SpringRoll I Sweet Chilli SauceWater Chestnut, Chinese Cabbage",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Chilli Teriyaki ChickenGinger, Celery, Green Chilli",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Sichuan Peppercorn""Numbing"" ChickenSoy, Shaoxiang",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Keong's Chilli Chiken Ginger, Scallion, Shaoxiang",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,Butter PepperGarlic Calamari,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Pan Fried Asian Chilli FishHouse Sichuan Sauce,Shredded Ginger",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Fish In Soy Chilli GarlicCrushed Black Pepper,Oyster Sauce",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Konjee Crispy Lamb.Shredded Lamb,House Chilli Sauce, Hoisin",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Drums Of HeavenHong Kong StyleGarlic, Scallion, Sichuan Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Chicken WithAssorted PepperOyster Sauce, CrushedBlack Pepper, Pimento",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Jiang's Chilli ChickenGinger, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,Sliced Chicken Chilli Oil AndSpring Onion,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,Shrimp In Black Pepper And Basil,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,Wok Tossed PinkPepper ShrimpSeven Spice Seasoning,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Prawn Hunan StyleOyster Sauce, Dry Red Chillies,Chilli Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,Sichuan Butter GarlicPrawn,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Lamb Xinjiang StyleCumin, Cilantro, Soy, Pounded Chilli(245 g/857 kcal",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,Crispy Duck WithChilli Plum,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Shanghai Chicken SpringRoll I Sweet Chilli SauceWater Chestnut, Chinese Cabbage",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Chilli Teriyaki ChickenGinger, Celery, Green Chilli",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Sichuan Peppercorn""Numbing"" ChickenSoy, Shaoxiang",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Keong's Chilli Chiken Ginger, Scallion, Shaoxiang",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Drums Of HeavenHong Kong StyleGarlic, Scallion, Sichuan Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Chicken WithAssorted PepperOyster Sauce, CrushedBlack Pepper, Pimento",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,"Jiang's Chilli ChickenGinger, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Small Plates,Sliced Chicken Chilli Oil AndSpring Onion,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,"Sweet CornCarrots, Cabbage, Beans",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,"Hot And SourShitake, Tofu",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,"Lemon CorianderCarrots, Cabbage, Ginger,Fresh Coriander Paste, Lemon Juice",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,"Cantonese Clear SoupBroccoli, Chinese Cabbage, Carrot,",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,"ManchowGinger, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,"Eight TreasureGinger, Mild Chilli, Almond Slivers",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,"Peppery LemonLemongrass, Kaffir Lime",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,"Shangsi Crab MeatCrab Meat, Egg White, Green Chilli",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,Add Chicken,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Soups,Add Prawn,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Stir Fried Chinese Greens WithWater ChestnutGarlic, Sesame Oil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Lotus Stem, Asparagus, Pak Choy,Seasonal Vegetable I Chilli Basil",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Stir Fried Seasonal VegetableIn Yellow Bean SauceSnow Peas, Lotus Stem, Mushroom,Water Chestnut",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Pan Fried Cottage Cheese 1Black Truffle SaucePakchoy, Snow Peas, Truffle Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Corn, Water Chestnut AndPotato I Roasted Garlic Sauce",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Exotic Vegetable House Smoked Chilli SauceLotus Stem, Broccoli, Asparagus Water Chestnut Mushroom,Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Four Treasure Vegetable In Preserved Mountain Chilli SauceLotus Stem, Asparagus, Snowpeas,Water Chestnut",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Stir Fried French Beans WithShitake Mushroom,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Sichuan Mapo Tofu 1 Mantao BunTofu, Mushroom, Chilli Bean, Oyster",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Cottage Cheese AndVegetable Sichuan Hot PotSnow Peas, Asparagus, Shitake, Soy, Sesame",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Hong Kong Vegetable Roundel 1House Chilli Soy,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Poultry,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Stir Fried ChickenIn Mountain Chilli Sauce,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Roasted Garlic Chilli ChickenChilli Beans, Soy, Sichuan Pepper",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Chicken In SingaporeBlack Pepper SauceOyster, Soy",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,"Sanpei Clay Pot ChickenSoy, Basil, Chilli",,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
Mainland China,Main Course,Kung Pao Chicken WithDry Red Chilli,,,"20, Church Street, Bangalore, Karnataka, India",preferred@speciality.co.in,"12:00 pm to 4 pm, 7:00 pm to 11.30 pm"
